"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP"
"2018","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1","0","13","4","7","75",40.4,13,2
"2019","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1","0","12","5","8","74",36.8,15,2
"2020","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1","0","11","6","8","74",37.3,17.1,3
"2021","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1","0","11","6","8","74",43.6,17.7,2
"2022","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1.4",".2","12.1","6.4","7.6","72.3",35.7,19.2,3.4
"2023","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1.5",".1","12.4","6.8","7.7","71.5",37.7,18.4,4.2
"2024","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104","1.3",".2","12.2","6.4","8.4","71.5",65,19.4,3.9
"2025","SCHOOL","7270104","Pioneer RESA","727","Stephens County","Stephens County Middle School","0104",".8",".1","13.1","5.5","9","71.5",57.3,18.7,3.8
"2018","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187","2","0","13","5","8","71",44.6,13,4
"2019","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187","1","0","14","4","9","72",46,14,2
"2020","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187","1","0","13","5","11","70",46.8,18.2,3
"2021","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187","1","0","14","4","12","69",48.5,16.5,3
"2022","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187",".6","0","13.1","5.8","12.2","68.3",42.1,16.9,3
"2023","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187",".8",".2","10.9","7.6","11.2","69.4",46.7,16,3.9
"2024","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187","1.3",".2","12","7.6","11.5","67.4",72.5,19.4,4.7
"2025","SCHOOL","7270187","Pioneer RESA","727","Stephens County","Liberty Elementary School","0187","1",".2","13.4","7","11.1","67.4",65.7,18.9,4.4
"2019","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195","1","0","16","4","10","70",51.7,15,2
"2020","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195","1","0","12","4","13","70",42.8,8.2,3
"2021","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195","1","0","12","7","12","68",45.9,9.5,2
"2022","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195","1.1",".7","11.6","6.5","10.1","69.9",45.3,18.8,2.5
"2023","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195","1","0","12.4","7.7","14.1","64.8",48.4,20.1,3.4
"2024","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195",".3","0","15.5","4.2","9.1","70.9",80.5,15.8,1.8
"2025","SCHOOL","7270195","Pioneer RESA","727","Stephens County","Big A Elementary School","0195","2.2","0","9.7","6.5","10.8","71",65.4,15.4,1.8
"2018","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197","1","0","12","5","8","74",47.6,18,3
"2019","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197","2","0","12","5","7","74",42.8,17,4
"2020","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197","2","0","12","5","8","73",40.2,18.3,3
"2021","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197","1","0","13","5","9","72",45,15.1,3
"2022","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197",".5",".2","13.9","5.7","9.4","70.3",41.3,22,2.7
"2023","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197",".7","0","14.7","4.1","11.6","68.9",42.5,20.2,3.1
"2024","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197",".8",".2","12.1","6.6","11.8","68.5",70.8,17.7,4.1
"2025","SCHOOL","7270197","Pioneer RESA","727","Stephens County","Toccoa Elementary School","0197",".8",".2","11.8","7.8","10.9","68.5",61.5,16.9,3.8
"2018","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Fifth Grade Academy","0296","2","0","12","3","9","74",40.4,15,2
"2019","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296","1","0","12","6","10","71",45.5,17,3
"2020","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296","1","0","12","6","6","75",42.5,16.7,4
"2021","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296","3","0","12","5","8","73",37.7,20,5
"2022","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296",".6","0","13","6.3","7.9","72.2",39.3,14.9,3.2
"2023","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296",".7",".3","11.8","6.6","9.7","70.8",41.5,19.4,3.8
"2024","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296",".7","0","15.8","3.2","9.8","70.5",70.3,20.7,2.5
"2025","SCHOOL","7270296","Pioneer RESA","727","Stephens County","Stephens County Fifth Grade Academy","0296","1.3","0","12","6.3","12","68.5",60.3,20.8,5.4
"2018","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1","0","13","4","6","76",29.9,15,1
"2019","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1","0","15","4","6","74",30.3,14,0
"2020","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1","0","13","6","6","74",27.5,12.1,1
"2021","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1","0","13","5","6","74",29.1,12.3,1
"2022","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1.3",".1","12.5","5.8","6.6","73.8",23.2,12.9,0.9
"2023","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1.2",".1","11.5","6.4","7.6","73.3",30.3,14.5,1.5
"2024","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1.3",".3","11.8","6.3","6.6","73.7",58.9,17.4,2.4
"2025","SCHOOL","7275050","Pioneer RESA","727","Stephens County","Stephens County High School","5050","1.8",".2","12","7.4","8.1","70.6",48.5,18,3.9
"2018","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728","0","0","96","0","0","3",66.1,12,0
"2019","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728","0.0","0.0","96.0","0.0","0.0","3.0",66.1,12,0
"2020","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728","0.0","0.0","93.0","0.0","1.0","5.0",65.2,14.4,0
"2021","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728","0","0","91","1","2","6",67.9,15.7,0
"2022","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728","0","0","90.8",".5","1.9","6.8",63.8,16.2,0
"2023","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728",".2","1","87.8","1","3.7","6.3",70.6,15.4,0.2
"2024","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728","0",".5","92.3","1.1","2.4","3.7",89.3,14.1,0
"2025","DISTRICT","728","Chattahoochee-Flint RESA","728","Stewart County","Stewart County","728",".5",".5","91.1","1.3","2.7","3.8",82.4,15.9,0.5
"2018","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","0","95","0","0","5",54.8,16,0
"2019","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","0","96","0","1","3",66.3,16,0
"2020","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","0","91","0","2","7",63.4,14.3,0
"2021","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","0","93","0","1","6",64.3,13.9,0
"2022","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","0","91.6",".9","1.9","5.6",65.7,13.1,0
"2023","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","1.9","91.5",".9","3.8","1.9",74,10.4,0
"2024","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","1","93","1","4","1",88.5,10,0
"2025","SCHOOL","7280101","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Middle School","0101","0","1.1","94.6","0","2.2","2.2",79.3,13,0
"2018","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","0","94","1","1","4",67.1,10,0
"2019","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","1","96","1","1","2",72.4,7,0
"2020","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","0","93","1","2","4",72.8,13.6,0
"2021","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","0","91","1","3","5",76.5,14.2,0
"2022","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","0","93.5","0","2.2","4.3",71.3,14.7,0
"2023","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","1.1","86.5","1.1","4.5","6.7",78.7,14,0.6
"2024","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192","0","0","92.2","1.9","1.9","3.9",91.3,14.9,0
"2025","SCHOOL","7280192","Chattahoochee-Flint RESA","728","Stewart County","Stewart County Elementary School","0192",".7","0","89.9","2.7","2.7","4",87,20.1,1.3
"2018","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201","0","0","96","0","1","3",55.9,12,0
"2019","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201","0","0","95","1","0","4",56.3,17,0
"2020","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201","0","0","93","1","0","6",53.8,16,0
"2021","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201","0","0","88","1","2","9",56.7,20.2,0
"2022","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201","0","0","86.6",".7","1.5","11.2",51.6,20.9,0
"2023","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201",".8","0","86.5",".8","2.4","9.5",56.3,21.4,0
"2024","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201","0",".8","91.8","0","1.6","5.7",87.4,16.4,0
"2025","SCHOOL","7280201","Chattahoochee-Flint RESA","728","Stewart County","Stewart County High School","0201",".8",".8","90.1",".8","3.1","4.6",79.8,13,0
"2018","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729","1","0","71","12","2","15",62.6,13,7
"2019","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729","1.0","0.0","71.0","12.0","2.0","15.0",62.6,13,7
"2020","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729","1.0","0.0","70.0","12.0","2.0","14.0",62.4,13.1,8
"2021","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729","1","0","78","13","2","7",69.8,14.2,8
"2022","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729",".7",".2","76.7","13.1","2","7.2",60.2,14.2,8.6
"2023","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729",".7",".2","77.1","13.2","1.7","7.2",67.3,13.9,9
"2024","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729",".8",".1","75.5","15","1.9","6.7",86.3,13.7,10.5
"2025","DISTRICT","729","Chattahoochee-Flint RESA","729","Sumter County","Sumter County","729","1",".1","73.5","15.9","2.2","7.3",81.8,14.3,11.4
"2018","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100","0","0","77","15","2","7",67.2,16,10
"2019","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100","0","0","80","12","2","6",74.7,17,8
"2020","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100","0","1","77","14","3","6",76.4,13.6,9
"2021","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100","1","0","74","13","4","7",80.4,12.9,11
"2022","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100","1.5",".2","75.5","13.6","2.4","6.9",66.2,13.2,10.9
"2023","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100",".5",".2","77","11.7","2.8","7.8",77.9,15.3,8.8
"2024","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100",".5","0","74.6","13.7","3.6","7.6",90.4,14,11.3
"2025","SCHOOL","7290100","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Primary School","0100",".9","0","69.3","17.9","4","7.9",86.9,14.6,14.4
"2018","SCHOOL","7290105","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter High School","0105","1","0","80","9","1","9",45.6,9,3
"2019","SCHOOL","7290105","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter High School","0105","1","0","82","8","1","8",54.7,11,3
"2020","SCHOOL","7290105","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter High School (Old Americus-Sumter HS S)","0105","1","0","81","9","2","7",51.8,11.7,4
"2021","SCHOOL","7290105","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter High School (Old Americus-Sumter HS S)","0105","1","0","80","10","1","8",51.9,12.6,4
"2018","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188","0","0","77","11","2","10",70.7,14,9
"2019","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188","0","0","76","14","2","8",74.2,16,10
"2020","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188","0","0","78","12","2","7",73.3,18.1,10
"2021","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188","0","1","78","13","1","7",75.4,20.2,9
"2022","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188",".8",".8","76.9","13.7","2.5","5.4",67.5,14.6,10.4
"2023","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188","1.7",".2","74","14.6","1.9","7.6",67.1,12.4,12.4
"2024","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188","1.4",".3","74.2","15","2.3","6.8",90.6,13.9,11.5
"2025","SCHOOL","7290188","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Elementary School","0188",".9",".2","74.8","13.2","3.6","7.3",85.5,17.5,10.4
"2018","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190","0","0","78","10","2","10",57.4,15,5
"2019","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190","0","0","78","11","2","9",64.3,14,8
"2020","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190","0","0","78","14","2","7",66.7,12,9
"2021","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190","0","0","77","13","2","7",71.3,11.2,8
"2022","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190",".6",".3","77.8","12.3","2.2","6.8",62.8,11.8,8.1
"2023","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190",".8",".2","75.2","14.5","1.5","7.8",68.4,13.9,10.3
"2024","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190","1.4",".3","73.8","16.8","1.4","6.3",86.6,13.8,13.3
"2025","SCHOOL","7290190","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Middle School","0190","1","0","74.2","14.9","1.2","8.7",83.2,13.2,12.1
"2018","SCHOOL","7290205","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter 9th Grade Academy","0205","0","0","81","10","2","7",63.3,10,4
"2019","SCHOOL","7290205","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter 9th Grade Academy","0205","1","0","76","12","3","9",54.7,15,4
"2020","SCHOOL","7290205","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter 9th Grade Academy","0205","0","0","81","9","1","8",63.6,15.4,3
"2021","SCHOOL","7290205","Chattahoochee-Flint RESA","729","Sumter County","Americus Sumter 9th Grade Academy","0205","0","0","78","13","2","7",70.1,13.6,4
"2018","SCHOOL","7290396","Chattahoochee-Flint RESA","729","Sumter County","Furlow Charter School","0396","3","0","19","13","4","61",33.1,9,7
"2019","SCHOOL","7290396","Chattahoochee-Flint RESA","729","Sumter County","Furlow Charter School","0396","2","0","17","15","5","61",36.3,9,6
"2020","SCHOOL","7290396","Chattahoochee-Flint RESA","729","Sumter County","Furlow Charter School","0396","2","0","16","15","4","62",32.3,8.6,6
"2022","SCHOOL","7290397","Chattahoochee-Flint RESA","729","Sumter County","Sumter County High School","0397",".3","0","77","12.6","1.8","8.3",50,14.5,5.3
"2023","SCHOOL","7290397","Chattahoochee-Flint RESA","729","Sumter County","Sumter County High School","0397",".2",".1","79.9","11.5","1.5","6.8",58.4,12.3,5.3
"2024","SCHOOL","7290397","Chattahoochee-Flint RESA","729","Sumter County","Sumter County High School","0397",".4",".1","76.4","14.6","1.8","6.8",79.2,12.5,7.1
"2025","SCHOOL","7290397","Chattahoochee-Flint RESA","729","Sumter County","Sumter County High School","0397",".7",".2","75.1","16.4","1.4","6.3",75.2,12.9,8.7
"2018","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595","0","0","79","12","2","7",64.2,12,11
"2019","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595","0","0","79","12","1","7",72.2,13,10
"2020","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595","0","0","79","12","1","7",72.2,13.6,9
"2021","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595","1","0","78","13","2","7",73.7,15,10
"2022","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595",".8",".2","76.3","13.7","1.7","7.2",63.1,15.8,10.4
"2023","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595",".7",".2","77","14.5","1","6.5",70.2,15.7,10.9
"2024","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595",".8","0","77.1","15.1",".9","6.2",89.8,15.1,11.6
"2025","SCHOOL","7290595","Chattahoochee-Flint RESA","729","Sumter County","Sumter County Intermediate School","0595","1.4",".1","72.9","16.4","1.8","7.3",83.7,14.7,13
"2018","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730","0","0","91","0","0","8",63,15,0
"2019","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730","0.0","0.0","91.0","0.0","0.0","8.0",63,15,0
"2020","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730","0.0","0.0","89.0","0.0","0.0","10.0",59.2,15.4,0
"2021","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730","0","0","90","0","0","10",70.9,14.7,0
"2022","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730",".5",".5","85.6","0",".2","13.3",58.6,16.5,0
"2023","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730","0","0","82.9","1.2",".9","15",64,17.4,0
"2024","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730",".2","0","83.5","1.2","1.2","13.9",87,16.8,0.5
"2025","DISTRICT","730","Chattahoochee-Flint RESA","730","Talbot County","Talbot County","730","0","0","85.3",".5","1.3","12.9",82.3,21.1,0.5
"2018","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190","0","0","91","0","0","9",52.6,13,0
"2019","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190","0","0","91","0","0","8",63,15,0
"2020","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190","0","0","89","0","0","10",59.2,15.4,0
"2021","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190","0","0","90","0","0","10",70.9,14.7,0
"2022","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190",".5",".5","85.6","0",".2","13.3",58.6,16.5,0
"2023","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190","0","0","82.9","1.2",".9","15",64,17.4,0
"2024","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190",".2","0","83.5","1.2","1.2","13.9",87,16.8,0.5
"2025","SCHOOL","7300190","Chattahoochee-Flint RESA","730","Talbot County","Central Elementary/High School","0190","0","0","85.3",".5","1.3","12.9",82.3,21.1,0.5
"2018","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","2","0","76","9","1","12",63.6,19,0
"2019","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","2.0","0.0","76.0","9.0","1.0","12.0",63.6,19,0
"2020","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","0.0","0.0","75.0","13.0","1.0","10.0",57.9,17.7,0
"2021","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","0","0","72","16","1","11",60,20,0
"2022","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","0","0","66.8","14.1","2.5","16.6",57.1,17.1,1.5
"2023","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","0","0","72.3","14.9",".5","12.2",59.8,18.6,2.7
"2024","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","1.5","0","68.6","14.7","1.5","13.7",84.7,19.6,3.9
"2025","DISTRICT","731","Central Savannah River RESA","731","Taliaferro County","Taliaferro County","731","1.6","0","65.6","18.3","1.6","12.9",77,15.6,6.5
"2018","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","2","0","77","7","1","13",60.7,17,1
"2019","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","2","0","76","9","1","12",63.6,19,0
"2020","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","0","0","75","13","1","10",57.9,17.7,0
"2021","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","0","0","72","16","1","11",60,20,0
"2022","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","0","0","66.8","14.1","2.5","16.6",57.1,17.1,1.5
"2023","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","0","0","72.3","14.9",".5","12.2",59.8,18.6,2.7
"2024","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","1.5","0","68.6","14.7","1.5","13.7",84.7,19.6,3.9
"2025","SCHOOL","7310102","Central Savannah River RESA","731","Taliaferro County","Taliaferro County School","0102","1.6","0","65.6","18.3","1.6","12.9",77,15.6,6.5
"2018","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732","1","0","25","19","4","51",43.8,14,9
"2019","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732","1.0","0.0","25.0","19.0","4.0","51.0",43.8,14,9
"2020","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732","1.0","0.0","25.0","19.0","4.0","51.0",40.9,13.9,9
"2021","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732","1","0","25","20","4","50",45.4,14,8
"2022","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732","1",".1","24.8","19.7","4.4","50",39.6,15.5,8.6
"2023","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732",".9",".1","24.5","19.9","4.9","49.6",43,15.7,8.8
"2024","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732",".8","0","23.1","22.1","5.1","48.9",72.3,16.7,9.7
"2025","DISTRICT","732","First District RESA","732","Tattnall County","Tattnall County","732",".8","0","23.3","21.8","5.1","49",64.4,17.1,9.9
"2018","SCHOOL","7320101","First District RESA","732","Tattnall County","Reidsville Middle School","0101","1","0","25","23","4","47",46.9,17,13
"2019","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101","1","0","23","24","4","49",45.5,17,12
"2020","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101","0","0","24","24","3","48",44.6,13.7,13
"2021","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101","0","0","22","23","4","50",48.1,14.3,13
"2022","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101",".6",".2","23","22.6","6","47.5",41.6,14.5,12.1
"2023","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101","1.2",".2","23.2","24","5.1","46.3",43.2,19.7,10.6
"2024","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101",".8","0","23.7","28.4","3.6","43.4",75.5,19.7,14.4
"2025","SCHOOL","7320101","First District RESA","732","Tattnall County","North Tattnall Middle School","0101","1.1","0","22.3","25.5","4.8","46.3",69.6,19.4,13.3
"2018","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","0","0","25","19","3","52",35.4,11,4
"2019","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","1","0","25","19","2","53",33.3,12,4
"2020","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","1","0","25","19","3","53",29.1,13.4,3
"2021","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","0","0","25","19","4","51",34.6,13.3,3
"2022","SCHOOL","7320194","First District RESA","732","Tattnall County","Tattnall County High School","0194","1",".1","25.6","19.8","3.6","49.9",31,14.9,4.4
