"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP"
"2020","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111","1","0","24","7","5","64",38.6,14.3,2
"2021","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111","1","0","21","9","6","62",45.5,14.1,2
"2022","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111","1.3",".3","25.5","7.4","7.4","58.1",44.4,16.2,2.1
"2023","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111","1.3",".3","27.8","9.8","5.8","55.3",48.3,18.8,3.5
"2024","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111",".5",".2","24.6","9.8","7.4","57.5",67.1,15.7,4.3
"2025","SCHOOL","6860111","Coastal Plains RESA","686","Lanier County","Lanier County Elementary School","0111",".5",".2","23.6","10.4","8.2","57.1",63.9,16.1,3.7
"2018","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","2","0","26","7","3","61",36.2,8,1
"2019","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","1","1","27","8","3","61",32,9,1
"2020","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","0","0","27","9","3","60",35.2,10.5,2
"2021","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","0","0","27","8","5","60",39.1,11.6,2
"2022","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201",".8","0","28.2","8.2","5.1","57.7",33.2,10.7,2.7
"2023","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","1.8",".4","27.6","9.5","5.1","55.6",35.7,12.6,2.6
"2024","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","1.4",".2","31.3","11.2","4","51.8",58.6,14.1,3.4
"2025","SCHOOL","6860201","Coastal Plains RESA","686","Lanier County","Lanier County High School","0201","1.4",".4","27.4","12.2","4.5","54.1",56.7,16.1,3.3
"2018","SCHOOL","6863050","Coastal Plains RESA","686","Lanier County","Lanier County Primary School","3050","1","1","19","6","5","68",46.5,12,2
"2019","SCHOOL","6863050","Coastal Plains RESA","686","Lanier County","Lanier County Primary School","3050","1","0","22","7","4","65",47.6,12,1
"2020","SCHOOL","6863050","Coastal Plains RESA","686","Lanier County","Lanier County Primary School","3050","1","1","24","7","4","64",48.2,14.1,1
"2021","SCHOOL","6863050","Coastal Plains RESA","686","Lanier County","Lanier County Primary School","3050","1","0","26","6","4","63",48.4,12.8,3
"2022","SCHOOL","6863050","Coastal Plains RESA","686","Lanier County","Lanier County Primary School","3050",".6",".2","27.2","8.7","4.6","58.8",45.3,13.1,3.8
"2023","SCHOOL","6863050","Coastal Plains RESA","686","Lanier County","Lanier County Primary School","3050",".7","0","25.7","8.6","2.9","62.3",49.9,12.5,3.1
"2018","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1","0","30","4","2","63",37.2,10,2
"2019","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1.0","0.0","30.0","4.0","2.0","63.0",37.2,10,2
"2020","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1.0","0.0","29.0","4.0","2.0","63.0",37.3,10.4,2
"2021","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1","0","29","4","3","62",40.1,10.3,2
"2022","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1.1",".2","29.8","5.1","3.2","60.7",33.8,12.4,2.8
"2023","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1.2",".2","30.9","5.6","3.6","58.7",37.9,13.3,3
"2024","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1.2",".1","30.5","6.6","3.5","58.1",63.7,13.7,3.5
"2025","DISTRICT","687","Heart of Georgia RESA","687","Laurens County","Laurens County","687","1.1",".1","31.2","6.9","3.5","57.2",56.8,13.8,3.5
"2018","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary School","0101","0","0","22","5","2","71",43.6,10,4
"2019","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101","0","0","21","4","2","72",42.7,10,3
"2020","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101","0","0","21","5","2","71",43,10.6,5
"2021","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101","0","0","21","5","3","71",46.1,9.7,5
"2022","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101",".2","0","20.9","6.4","3.3","69.2",40.1,14.2,4.8
"2023","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101",".2",".1","21.1","6.2","4.5","68",41.1,15.7,3.7
"2024","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101",".3",".1","19.5","7.6","4","68.5",69.3,16.7,4.7
"2025","SCHOOL","6870101","Heart of Georgia RESA","687","Laurens County","Southwest Laurens Elementary","0101","0",".1","20","7.5","4.1","68.3",59.3,14.7,3.9
"2018","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104","0","0","40","6","3","50",60.6,7,5
"2019","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104","0","0","41","7","3","48",59.2,8,6
"2020","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104","0","0","39","7","4","51",62.3,6.7,4
"2021","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104","0","0","38","6","3","52",59.2,7.4,4
"2022","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104",".2",".4","38.4","5.7","5.3","50",49.5,10.2,2.9
"2023","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104",".5","0","41.2","7.1","3.7","47.4",56.4,12.3,3.2
"2024","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104",".5","0","39.5","9.3","5.1","45.5",82.2,12,4.6
"2025","SCHOOL","6870104","Heart of Georgia RESA","687","Laurens County","East Laurens Primary School","0104",".2",".2","40.7","10.8","4.8","43.3",76,12.5,5
"2018","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105","0","0","38","5","3","54",57.1,12,3
"2019","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105","0","0","36","6","5","53",56,11,3
"2020","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105","0","0","39","6","3","51",55.3,12.8,4
"2021","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105","0","0","39","7","4","50",58.4,9.5,4
"2022","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105",".2","0","41.4","7.4","2.6","48.4",50.6,12.7,5
"2023","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105","0","0","41.4","7.7","3.2","47.7",54.6,13.9,5.1
"2024","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105","0",".2","41.9","8.9","3.1","45.8",81.2,15.7,5.8
"2025","SCHOOL","6870105","Heart of Georgia RESA","687","Laurens County","East Laurens Elementary School","0105",".2",".4","41.1","7.6","5","45.7",74.9,14.6,4.8
"2018","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","1","0","25","3","1","70",24.2,8,1
"2019","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","1","0","26","4","1","68",23.5,9,0
"2020","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","2","0","25","4","2","67",23,10.3,1
"2021","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","2","0","24","4","2","69",25.7,10.9,1
"2022","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","1.7",".2","24.9","4.3","2.2","66.7",20.1,11.9,1.1
"2023","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","1.8",".2","25.7","4.9","3","64.5",24.9,12.5,1.3
"2024","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","1.8",".1","26","5.1","2.6","64.5",48.1,12,1.2
"2025","SCHOOL","6870110","Heart of Georgia RESA","687","Laurens County","West Laurens High School","0110","1.8","0","27","5.4","2.5","63.4",41.1,11.2,1.2
"2018","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197","0","0","42","4","2","52",40.8,13,1
"2019","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197","0","0","43","4","2","50",37.1,15,1
"2020","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197","0","0","41","5","2","52",37.2,12.2,1
"2021","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197","0","0","39","6","3","52",41.4,12.8,1
"2022","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197",".1",".6","39.3","5.4","2.6","51.9",33.4,13.3,0.6
"2023","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197",".6",".6","40.7","5.5","2.8","49.8",38.3,13,1.9
"2024","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197",".8",".2","41.6","6.6","3.3","47.6",67,16.3,2.3
"2025","SCHOOL","6870197","Heart of Georgia RESA","687","Laurens County","East Laurens High School","0197",".6",".1","40.6","7.6","3.7","47.4",60,15.9,2.9
"2018","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary School","0201","3","0","24","1","2","69",29.7,8,2
"2019","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary School","0201","3","0","25","1","2","68",27.9,7,2
"2020","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary","0201","3","0","22","2","3","70",27.7,7.2,3
"2021","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary","0201","3","0","24","2","3","68",30.9,8,3
"2022","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary","0201","2.6",".2","25.7","3.1","3.4","64.9",26.8,11,3.4
"2023","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary","0201","2.7",".3","27.3","4.3","4.2","61.2",27.9,12.1,3.5
"2024","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary","0201","3.1",".2","28.3","4.6","4.6","59.1",57.9,12.9,3.4
"2025","SCHOOL","6870201","Heart of Georgia RESA","687","Laurens County","Northwest Laurens Elementary","0201","3.4","0","27","4.4","4.7","60.5",49.1,13.2,3.5
"2018","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297","0","0","39","5","1","54",49.6,13,1
"2019","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297","0","1","37","5","2","54",46.3,11,1
"2020","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297","0","1","40","5","4","50",48,10.7,1
"2021","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297","0","0","41","5","4","49",54.1,13.1,1
"2022","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297",".5","0","38.7","5.6","4.5","50.6",46.7,15.5,3.3
"2023","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297",".3","0","40.5","7.2","4.3","47.7",51.3,15.6,4.7
"2024","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297",".2","0","40","9.1","3.5","47.3",74.2,12.7,5.2
"2025","SCHOOL","6870297","Heart of Georgia RESA","687","Laurens County","East Laurens Middle School","0297",".5","0","41.4","10.3","2.1","45.7",73.1,15.9,6
"2018","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","2","0","23","4","2","69",31.9,11,2
"2019","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","2","0","24","4","2","69",30.3,13,2
"2020","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","1","0","26","3","2","68",31,12.3,2
"2021","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","2","0","27","4","3","64",34.7,10.8,2
"2022","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","2","0","25.2","4.7","3.2","64.9",29.2,11.3,2.4
"2023","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","1.9","0","26.6","4","3","64.5",34.4,12.3,3
"2024","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054","1.2",".1","24.7","5.6","2.6","65.8",56.7,12.2,3.4
"2025","SCHOOL","6872054","Heart of Georgia RESA","687","Laurens County","West Laurens Middle School","2054",".5",".2","27.4","5.8","2.3","63.8",50.9,14.8,3.5
"2018","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3","0","23","3","4","67",28.6,9,3
"2019","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3.0","0.0","23.0","3.0","4.0","67.0",28.6,9,3
"2020","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3.0","0.0","23.0","4.0","4.0","66.0",29.2,9.6,3
"2021","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3","0","24","4","4","66",29.3,9.9,3
"2022","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","2.8",".1","25.2","4.6","4.4","62.9",23.2,11.4,2.6
"2023","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3.3",".1","26.4","4.6","4.5","61.2",25.7,12.4,2.9
"2024","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3.3",".1","28.5","5.4","5","57.8",50.5,13.1,3
"2025","DISTRICT","688","Southwest Georgia RESA","688","Lee County","Lee County","688","3.6",".1","30.5","5.3","4.8","55.7",44.6,13.4,2.7
"2018","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","4","0","20","2","4","71",26.5,10,1
"2019","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","3","0","22","3","5","68",29.2,9,2
"2020","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","3","0","25","5","5","63",32.5,9.5,2
"2021","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","3","0","26","5","4","62",30.5,8,2
"2022","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","2.6","0","25.7","5","5.4","61.3",23.9,9.4,1.7
"2023","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","3.8","0","28.3","4.5","4","59.4",27.2,11.3,2.2
"2024","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","3.2","0","30.6","3.6","5.4","57.2",49.7,13.5,1.9
"2025","SCHOOL","6880101","Southwest Georgia RESA","688","Lee County","Lee County Middle School West","0101","3.7","0","34.4","4.3","5.7","51.9",46.8,11.4,2.8
"2018","SCHOOL","6880103","Southwest Georgia RESA","688","Lee County","Lee County Elementary School","0103","4","0","18","5","4","69",28.5,11,6
"2019","SCHOOL","6880103","Southwest Georgia RESA","688","Lee County","Lee County Elementary School","0103","3","0","19","4","4","69",32.7,10,6
"2020","SCHOOL","6880103","Southwest Georgia RESA","688","Lee County","Lee County Elementary School","0103","3","0","21","4","3","68",34.2,11.9,7
"2021","SCHOOL","6880103","Southwest Georgia RESA","688","Lee County","Lee County Elementary School","0103","3","0","22","4","4","67",32.8,11.8,6
